,Name,Country,GamesPlayed,Goals,Assists,Points,PlusMinus,ShotsOnGoal,GameWinningGoals,ShootingPercentage,AvgPlusMinus,in_HOF
709,"Holt, Gary",Canada,101,13,11,24,-16,123,1,0.10569105691056900,-0.15841584158415800,0
711,"Hopkins, Dean",Canada,223,23,51,74,-34,228,3,0.10087719298245600,-0.15246636771300400,0
712,"Horacek, Tony",Canada,154,10,19,29,2,106,2,0.09433962264150940,0.012987012987013000,0
713,"Horcoff, Shawn",Canada,765,155,280,435,-46,1259,24,0.12311358220810200,-0.06013071895424840,0
714,"Hordichuk, Darcy",Canada,538,20,21,41,-24,246,3,0.08130081300813010,-0.04460966542750930,0
716,"Horton, Nathan",Canada,548,185,195,380,56,1240,21,0.14919354838709700,0.10218978102189800,0
719,"Hough, Mike",Canada,707,100,156,256,-52,886,14,0.11286681715575600,-0.07355021216407360,0
720,"Houle, Rejean",Canada,635,161,247,408,180,1101,22,0.14623069936421400,0.28346456692913400,0
721,"Houston, Ken",Canada,570,161,167,328,-6,1062,14,0.15160075329566900,-0.010526315789473700,0
722,"Howatt, Garry",Canada,720,112,156,268,41,815,14,0.1374233128834360,0.05694444444444440,0
723,"Howe, Gordie",Canada,369,152,197,349,87,1141,18,0.13321647677475900,0.23577235772357700,1
724,"Hoyda, Dave",Canada,132,6,17,23,-7,54,0,0.1111111111111110,-0.05303030303030300,0
727,"Hrechkosy, Dave",Canada,140,42,24,66,-29,285,7,0.14736842105263200,-0.20714285714285700,0
728,"Hrkac, Tony",Canada,758,132,239,371,-66,945,13,0.13968253968254000,-0.0870712401055409,0
729,"Huard, Bill",Canada,223,16,18,34,-16,127,0,0.12598425196850400,-0.07174887892376680,0
730,"Huck, Fran",Canada,94,24,30,54,3,135,3,0.17777777777777800,0.031914893617021300,0
732,"Hudson, Dave",Canada,409,59,124,183,-100,561,3,0.1051693404634580,-0.24449877750611200,0
733,"Hudson, Mike",Canada,416,49,87,136,-36,430,8,0.11395348837209300,-0.08653846153846150,0
734,"Hughes, Brent",Canada,357,41,39,80,-11,386,3,0.10621761658031100,-0.03081232492997200,0
735,"Hughes, Howie",Canada,168,25,32,57,-8,298,5,0.08389261744966440,-0.047619047619047600,0
736,"Hughes, Pat",Canada,573,130,128,258,-26,964,13,0.13485477178423200,-0.04537521815008730,0
737,"Hull, Bobby",Canada,389,240,215,455,105,1819,45,0.1319406267179770,0.2699228791773780,1
738,"Hull, Brett",Canada,1269,741,650,1391,23,4876,110,0.15196882690730100,0.018124507486209600,1
739,"Hull, Dennis",Canada,809,267,325,592,13,2338,37,0.11420017108639900,0.016069221260815800,0
740,"Hull, Jody",Canada,831,124,137,261,-10,1017,25,0.12192723697148500,-0.012033694344163700,0
741,"Hunter, Dave",Canada,746,133,190,323,103,1100,16,0.12090909090909100,0.1380697050938340,0
742,"Hunter, Dale",Canada,1407,323,697,1020,98,2045,41,0.15794621026894900,0.06965174129353230,0
743,"Hunter, Mark",Canada,628,213,171,384,-11,1134,19,0.18783068783068800,-0.01751592356687900,0
744,"Hunter, Tim",Canada,754,57,72,129,-5,580,8,0.09827586206896550,-0.006631299734748010,0
745,"Hunter, Trent",Canada,497,101,135,236,-5,1211,17,0.08340214698596200,-0.01006036217303820,0
747,"Iginla, Jarome",Canada,1188,516,557,1073,53,3892,81,0.13257965056526200,0.04461279461279460,0
749,"Ingarfield, Earl",Canada,219,57,84,141,-40,447,3,0.12751677852349000,-0.182648401826484,0
750,"Irvine, Ted",Canada,723,154,177,331,-64,1438,26,0.1070931849791380,-0.08852005532503460,0
751,"Isbister, Brad",Canada,541,106,116,222,-43,987,16,0.10739614994934100,-0.07948243992606290,0
754,"Jackson, Jeff",Canada,263,38,48,86,-43,296,6,0.12837837837837800,-0.1634980988593160,0
755,"Jackson, Jim",Canada,112,17,30,47,11,172,3,0.09883720930232560,0.09821428571428570,0
756,"Jacques, Jean-Francois",Canada,166,9,8,17,-36,120,0,0.075,-0.21686746987951800,0
760,"Janssens, Mark",Canada,711,40,73,113,-137,470,3,0.0851063829787234,-0.19268635724331900,0
761,"Jarrett, Gary",Canada,336,72,92,164,-55,870,9,0.08275862068965520,-0.1636904761904760,0
762,"Jarry, Pierre",Canada,344,88,117,205,-51,794,6,0.11083123425692700,-0.14825581395348800,0
764,"Jarvis, Doug",Canada,964,139,264,403,121,1289,16,0.1078355314197050,0.12551867219917000,0
766,"Jarvis, Wes",Canada,237,31,55,86,-23,205,0,0.15121951219512200,-0.0970464135021097,0
767,"Jeffrey, Larry",Canada,122,3,10,13,-13,79,0,0.0379746835443038,-0.10655737704918000,0
772,"Johnson, Danny",Canada,121,18,19,37,-20,114,3,0.15789473684210500,-0.1652892561983470,0
773,"Johnstone, Eddie",Canada,426,122,136,258,9,717,12,0.1701534170153420,0.02112676056338030,0
774,"Johnston, Greg",Canada,187,26,29,55,-7,258,7,0.10077519379845000,-0.0374331550802139,0
775,"Johnson, Greg",Canada,785,145,224,369,-72,1090,19,0.13302752293578000,-0.09171974522292990,0
776,"Johnson, Jim",Canada,294,74,111,185,-37,586,9,0.12627986348122900,-0.12585034013605400,0
777,"Johnston, Joey",Canada,331,85,106,191,-120,696,5,0.1221264367816090,-0.36253776435045300,0
779,"Johnson, Matt",Canada,473,23,20,43,-51,200,3,0.115,-0.10782241014799200,0
780,"Johnson, Mike",Canada,661,129,246,375,34,1140,13,0.11315789473684200,0.05143721633888050,0
781,"Johnson, Nick",Canada,87,10,21,31,-7,163,1,0.06134969325153370,-0.08045977011494250,0
782,"Johnson, Ryan",Canada,701,38,84,122,-87,512,5,0.07421875,-0.12410841654778900,0
785,"Jomphe, Jean-Francois",Canada,111,10,29,39,-1,139,0,0.07194244604316550,-0.009009009009009010,0
786,"Jonathan, Stan",Canada,411,91,110,201,66,484,10,0.18801652892562000,0.16058394160583900,0
787,"Jones, Blair",Canada,99,5,9,14,-8,111,1,0.04504504504504500,-0.08080808080808080,0
789,"Jones, David",Canada,239,67,50,117,-22,412,13,0.16262135922330100,-0.09205020920502090,0
790,"Jones, Jimmy",Canada,148,13,18,31,2,118,1,0.11016949152542400,0.013513513513513500,0
791,"Jones, Keith",Canada,491,117,141,258,53,849,22,0.13780918727915200,0.1079429735234220,0
792,"Jones, Ryan",Canada,255,50,37,87,-11,388,5,0.12886597938144300,-0.043137254901960800,0
793,"Joyal, Eddie",Canada,345,108,103,211,-102,900,12,0.12,-0.2956521739130440,0
794,"Joyce, Bob",Canada,158,34,49,83,9,264,5,0.12878787878787900,0.056962025316455700,0
795,"Juneau, Joe",Canada,828,156,416,572,-3,1524,23,0.10236220472440900,-0.0036231884057971000,0
800,"Kaminski, Kevin",Canada,139,3,10,13,-8,56,1,0.05357142857142860,-0.05755395683453240,0
801,"Kane, Evander",Canada,213,63,63,126,1,648,9,0.09722222222222220,0.004694835680751170,0
806,"Kariya, Paul",Canada,989,402,587,989,31,3509,53,0.11456255343402700,0.03134479271991910,1
807,"Karlander, Al",Canada,212,36,56,92,29,242,9,0.1487603305785120,0.13679245283018900,0
809,"Kasper, Steve",Canada,821,177,291,468,-56,1267,21,0.13970007892659800,-0.0682095006090134,0
810,"Kastelic, Ed",Canada,220,11,10,21,-20,97,0,0.1134020618556700,-0.09090909090909090,0
811,"Kaszycki, Mike",Canada,226,42,80,122,18,260,6,0.16153846153846200,0.07964601769911500,0
812,"Keane, Mike",Canada,1161,168,302,470,70,1438,21,0.1168289290681500,0.06029285099052540,0
813,"Keefe, Sheldon",Canada,125,12,12,24,-25,135,1,0.08888888888888890,-0.2,0
814,"Keenan, Larry",Canada,231,38,64,102,-10,407,7,0.09336609336609340,-0.04329004329004330,0
815,"Kehoe, Rick",Canada,906,371,396,767,-79,2636,34,0.14074355083459800,-0.08719646799117000,0
816,"Kelly, Bob",Canada,837,154,208,362,109,1232,28,0.125,0.13022700119474300,0
817,"Kelly, Bob",Canada,425,87,109,196,-17,937,10,0.09284951974386340,-0.04,0
818,"Kelly, Chris",Canada,569,97,123,220,53,836,15,0.11602870813397100,0.09314586994727590,0
819,"Kelly, John Paul",Canada,400,54,70,124,-97,437,4,0.12356979405034300,-0.2425,0
820,"Kelly, Steve",Canada,149,9,12,21,-36,85,3,0.10588235294117600,-0.24161073825503400,0
821,"Kennedy, Forbes",Canada,145,18,28,46,-22,171,3,0.10526315789473700,-0.15172413793103400,0
822,"Kennedy, Mike",Canada,145,16,36,52,-1,225,2,0.07111111111111110,-0.006896551724137930,0
823,"Kennedy, Sheldon",Canada,310,49,58,107,-15,400,5,0.1225,-0.04838709677419360,0
825,"Kennedy, Tyler",Canada,326,70,87,157,38,879,14,0.07963594994311720,0.1165644171779140,0
826,"Keon, Dave",Canada,824,235,373,608,-12,2368,40,0.09923986486486490,-0.014563106796116500,1
827,"Kerr, Alan",Canada,391,72,94,166,5,637,9,0.1130298273155420,0.01278772378516620,0
828,"Kerr, Reg",Canada,263,66,94,160,-18,454,9,0.14537444933920700,-0.06844106463878330,0
829,"Kerr, Tim",Canada,655,370,304,674,74,1971,48,0.18772196854388600,0.11297709923664100,0
830,"Kesa, Dan",Canada,139,8,22,30,-24,106,2,0.07547169811320750,-0.17266187050359700,0
833,"Kessell, Rick",Canada,135,4,24,28,-13,99,0,0.04040404040404040,-0.0962962962962963,0
836,"Kilger, Chad",Canada,714,107,111,218,-44,835,12,0.1281437125748500,-0.06162464985994400,0
837,"Kimble, Darin",Canada,311,23,20,43,-30,140,2,0.16428571428571400,-0.09646302250803860,0
838,"Kindrachuk, Orest",Canada,508,118,261,379,122,990,15,0.1191919191919190,0.24015748031496100,0
839,"King, Derek",Canada,830,261,351,612,9,1786,37,0.14613661814109700,0.010843373493975900,0
840,"King, D.J.",Canada,118,4,7,11,-14,60,1,0.06666666666666670,-0.11864406779661000,0
841,"King, Kris",Canada,849,66,85,151,-52,777,9,0.08494208494208490,-0.061248527679623100,0
842,"Kirton, Mark",Canada,266,57,56,113,-75,393,5,0.1450381679389310,-0.2819548872180450,0
843,"Kisio, Kelly",Canada,761,229,429,658,0,1348,16,0.1698813056379820,0.0,0
845,"Klassen, Ralph",Canada,497,52,93,145,-132,597,7,0.08710217755443890,-0.2655935613682090,0
849,"Knuble, Mike",Canada,1040,274,266,540,80,1973,35,0.1388748099341110,0.07692307692307690,0
851,"Kobasew, Chuck",Canada,531,103,96,199,-40,829,17,0.12424607961399300,-0.07532956685499060,0
852,"Kocur, Joe",Canada,820,80,82,162,-97,785,14,0.10191082802547800,-0.11829268292682900,0
856,"Kolanos, Krys",Canada,149,20,22,42,0,231,6,0.08658008658008660,0.0,0
859,"Konopka, Zenon",Canada,250,11,16,27,-36,161,2,0.06832298136645960,-0.144,0
861,"Kontos, Chris",Canada,230,54,69,123,-21,342,4,0.15789473684210500,-0.09130434782608700,0
864,"Kordic, Dan",Canada,138,2,5,7,-6,33,0,0.06060606060606060,-0.043478260869565200,0
865,"Kordic, John",Canada,239,17,17,34,-31,136,0,0.125,-0.1297071129707110,0
868,"Koroll, Cliff",Canada,814,208,254,462,109,1458,39,0.14266117969821700,0.1339066339066340,0
873,"Kostopoulos, Tom",Canada,615,60,96,156,-48,771,4,0.07782101167315180,-0.07804878048780490,0
878,"Kozak, Don",Canada,437,96,86,182,-37,558,18,0.17204301075268800,-0.08466819221967960,0
882,"Krake, Skip",Canada,230,17,38,55,-47,265,0,0.06415094339622640,-0.20434782608695700,0
886,"Krog, Jason",Canada,202,22,37,59,5,259,3,0.08494208494208490,0.024752475247524800,0
887,"Kromm, Richard",Canada,372,70,103,173,52,540,8,0.12962962962963000,0.13978494623655900,0
889,"Kruse, Paul",Canada,423,38,33,71,-18,357,5,0.10644257703081200,-0.0425531914893617,0
890,"Krushelnyski, Mike",Canada,897,241,328,569,179,1496,25,0.16109625668449200,0.1995540691192870,0
892,"Kryskow, Dave",Canada,231,33,56,89,-32,289,2,0.11418685121107300,-0.13852813852813900,0
894,"Kulak, Stu",Canada,90,8,4,12,-19,98,2,0.08163265306122450,-0.2111111111111110,0
897,"Kunitz, Chris",Canada,533,150,201,351,97,1228,21,0.12214983713355000,0.18198874296435300,0
899,"Kurtenbach, Orland",Canada,357,81,131,212,-38,711,10,0.11392405063291100,-0.10644257703081200,0
900,"Kushner, Dale",Canada,84,10,13,23,-9,78,1,0.1282051282051280,-0.10714285714285700,0
903,"Kypreos, Nick",Canada,442,46,44,90,-24,313,9,0.14696485623003200,-0.05429864253393670,0
905,"Labossiere, Gord",Canada,199,44,62,106,-24,406,4,0.10837438423645300,-0.12060301507537700,0
907,"Lacombe, Normand",Canada,319,53,62,115,-2,358,6,0.14804469273743000,-0.006269592476489030,0
909,"Lacroix, Andre",Canada,325,79,119,198,-29,702,11,0.11253561253561300,-0.08923076923076920,0
910,"Lacroix, Daniel",Canada,188,11,7,18,-5,115,0,0.09565217391304350,-0.026595744680851100,0
911,"Lacroix, Eric",Canada,472,67,70,137,-23,557,14,0.12028725314183100,-0.048728813559322000,0
912,"Ladd, Andrew",Canada,484,120,138,258,24,1086,15,0.11049723756906100,0.049586776859504100,0
913,"LaFayette, Nathan",Canada,187,17,20,37,-14,225,3,0.07555555555555560,-0.0748663101604278,0
914,"Lafleur, Guy",Canada,1126,560,793,1353,453,3521,97,0.15904572564612300,0.40230905861456500,1
916,"Laframboise, Pete",Canada,227,33,55,88,-91,302,1,0.10927152317880800,-0.4008810572687230,0
917,"Lafreniere, Jason",Canada,146,34,53,87,-14,170,2,0.2,-0.0958904109589041,0
918,"Laich, Brooks",Canada,557,116,162,278,6,1167,20,0.09940017137960580,0.010771992818671500,0
919,"Lalonde, Bobby",Canada,641,124,210,334,-39,950,12,0.13052631578947400,-0.060842433697347900,0
920,"Lalonde, Ron",Canada,397,45,78,123,-101,382,3,0.11780104712041900,-0.25440806045340100,0
921,"Lambert, Denny",Canada,487,27,66,93,-23,420,2,0.06428571428571430,-0.04722792607802880,0
922,"Lambert, Lane",Canada,283,58,66,124,-20,349,6,0.166189111747851,-0.0706713780918728,0
923,"Lambert, Yvon",Canada,683,206,273,479,143,1038,36,0.19845857418111800,0.20937042459736500,0
924,"Lamb, Mark",Canada,403,46,100,146,-80,488,6,0.0942622950819672,-0.19851116625310200,0
925,"Lampman, Mike",Canada,96,17,20,37,-15,156,1,0.10897435897435900,-0.15625,0
927,"Langdon, Darren",Canada,521,16,23,39,-13,156,3,0.10256410256410300,-0.02495201535508640,0
930,"Langkow, Daymond",Canada,1090,270,402,672,81,2456,42,0.10993485342019500,0.07431192660550460,0
932,"Lanthier, Jean-Marc",Canada,105,16,16,32,-36,85,2,0.18823529411764700,-0.34285714285714300,0
933,"Laperriere, Ian",Canada,1083,121,215,336,-44,1157,18,0.10458081244598100,-0.040627885503231800,0
934,"Lapierre, Maxim",Canada,415,50,53,103,-25,648,5,0.07716049382716050,-0.060240963855421700,0
935,"Lapointe, Claude",Canada,879,127,178,305,-61,1056,18,0.12026515151515200,-0.06939704209328780,0
936,"Lapointe, Martin",Canada,991,181,200,381,-40,1622,29,0.11159062885326800,-0.04036326942482340,0
937,"Laraque, Georges",Canada,695,53,100,153,1,485,7,0.10927835051546400,0.0014388489208633100,0
939,"Larmer, Jeff",Canada,158,37,51,88,-21,257,1,0.14396887159533100,-0.13291139240506300,0
940,"Larmer, Steve",Canada,1006,441,571,1012,204,2803,60,0.15733143061006100,0.20278330019880700,0
942,"Larose, Claude",Canada,717,170,206,376,11,1743,17,0.09753298909925420,0.015341701534170200,0
943,"Larouche, Pierre",Canada,812,395,427,822,-25,2288,36,0.17263986013986000,-0.03078817733990150,0
944,"Larsen, Brad",Canada,294,19,29,48,-23,214,1,0.08878504672897200,-0.0782312925170068,0
945,"Latendresse, Guillaume",Canada,314,81,56,137,-13,568,14,0.1426056338028170,-0.041401273885350300,0
946,"Lauer, Brad",Canada,323,44,67,111,-16,446,8,0.09865470852017940,-0.04953560371517030,0
947,"Laughlin, Craig",Canada,549,136,205,341,2,779,20,0.17458279845956400,0.0036429872495446300,0
948,"Laughton, Mike",Canada,189,39,48,87,-57,325,9,0.12,-0.30158730158730200,0
949,"Laus, Paul",Canada,102,1,13,14,0,82,0,0.012195121951219500,0.0,0
950,"LaVallee, Kevin",Canada,366,110,125,235,-16,757,10,0.1453104359313080,-0.04371584699453550,0
951,"Lavender, Brian",Canada,184,16,26,42,-56,187,2,0.0855614973262032,-0.30434782608695700,0
952,"Lawless, Paul",Canada,239,49,77,126,-32,504,4,0.09722222222222220,-0.13389121338912100,0
953,"Lawrence, Mark",Canada,142,18,26,44,-30,173,2,0.10404624277456600,-0.2112676056338030,0
954,"Lawson, Danny",Canada,219,28,29,57,-32,331,0,0.08459214501510570,-0.1461187214611870,0
957,"Leach, Reggie",Canada,934,381,285,666,123,2866,58,0.13293789253314700,0.1316916488222700,0
959,"Lebeau, Stephan",Canada,373,118,159,277,61,684,22,0.17251461988304100,0.16353887399463800,0
960,"LeBlanc, John",Canada,83,26,13,39,-19,161,3,0.16149068322981400,-0.2289156626506020,0
961,"LeBlanc, J.P.",Canada,153,14,30,44,-26,178,2,0.07865168539325840,-0.16993464052287600,0
962,"Lecavalier, Vincent",Canada,998,373,469,842,-112,3080,60,0.1211038961038960,-0.11222444889779600,0
964,"Leclerc, Mike",Canada,341,64,94,158,-43,634,14,0.10094637223974800,-0.12609970674486800,0
965,"Leclerc, Rene",Canada,87,10,11,21,-11,94,1,0.10638297872340400,-0.12643678160919500,0
966,"Lecuyer, Doug",Canada,126,11,31,42,-39,163,3,0.06748466257668710,-0.30952380952381000,0
967,"LeDuc, Rich",Canada,130,28,38,66,-31,201,1,0.13930348258706500,-0.23846153846153800,0
968,"Leeman, Gary",Canada,615,195,259,454,-57,1523,15,0.12803676953381500,-0.09268292682926830,0
970,"Lefley, Chuck",Canada,407,128,164,292,53,838,22,0.15274463007159900,0.13022113022113000,0
975,"Leiter, Bobby",Canada,313,78,98,176,-56,621,11,0.12560386473430000,-0.17891373801916900,0
976,"Lemaire, Jacques",Canada,853,366,469,835,349,3051,58,0.119960668633235,0.4091441969519340,1
977,"Lemay, Moe",Canada,317,72,94,166,-37,590,5,0.12203389830508500,-0.1167192429022080,0
978,"Lemieux, Alain",Canada,119,28,44,72,-12,152,3,0.18421052631578900,-0.10084033613445400,0
979,"Lemieux, Claude",Canada,1215,379,407,786,13,3650,57,0.10383561643835600,0.010699588477366300,0
980,"Lemieux, Jocelyn",Canada,598,80,84,164,-39,843,12,0.09489916963226570,-0.06521739130434780,0
981,"Lemieux, Mario",Canada,915,690,1033,1723,115,3633,74,0.18992568125516100,0.12568306010929000,1
982,"Lemieux, Real",Canada,455,51,104,155,-73,527,4,0.0967741935483871,-0.16043956043956000,0
983,"Lemieux, Rich",Canada,274,39,82,121,-95,426,3,0.09154929577464790,-0.3467153284671530,0
984,"Leroux, Jean-Yves",Canada,220,16,22,38,-27,200,1,0.08,-0.12272727272727300,0
985,"Lesuk, Bill",Canada,388,44,63,107,-69,626,4,0.07028753993610220,-0.17783505154639200,0
986,"Letestu, Mark",Canada,136,26,27,53,-7,251,3,0.10358565737051800,-0.051470588235294100,0
987,"Letowski, Trevor",Canada,616,84,117,201,-19,884,11,0.09502262443438910,-0.030844155844155800,0
988,"Lever, Don",Canada,1020,313,367,680,-240,2161,22,0.14484035168903300,-0.23529411764705900,0
991,"Libett, Nick",Canada,982,237,268,505,-167,2107,27,0.11248220218319900,-0.17006109979633400,0
992,"Lindberg, Chris",Canada,116,17,25,42,-1,135,1,0.1259259259259260,-0.008620689655172410,0
993,"Linden, Trevor",Canada,1382,375,492,867,-64,2704,41,0.13868343195266300,-0.04630969609261940,0
996,"Lindros, Eric",Canada,760,372,493,865,215,2312,46,0.16089965397923900,0.28289473684210500,1
997,"Lindsay, Bill",Canada,777,83,141,224,-27,1129,16,0.07351638618246240,-0.03474903474903480,0
1000,"Ling, David",Canada,93,4,4,8,-11,88,0,0.045454545454545500,-0.11827956989247300,0
1001,"Linseman, Ken",Canada,860,256,551,807,224,1634,29,0.15667074663402700,0.26046511627907000,0
1003,"Little, Bryan",Canada,356,92,103,195,-13,733,13,0.12551159618008200,-0.03651685393258430,0
1004,"Lochead, Bill",Canada,330,69,62,131,-74,548,12,0.1259124087591240,-0.22424242424242400,0
1005,"Loewen, Darcy",Canada,135,4,8,12,-44,85,0,0.047058823529411800,-0.32592592592592600,0
1006,"Lofthouse, Mark",Canada,181,42,38,80,-24,295,1,0.1423728813559320,-0.13259668508287300,0
1007,"Loiselle, Claude",Canada,616,92,117,209,-132,886,8,0.1038374717832960,-0.21428571428571400,0
1009,"Lombardi, Matthew",Canada,508,97,157,254,8,1017,21,0.09537856440511310,0.015748031496063000,0
1010,"Loney, Troy",Canada,624,87,110,197,-44,805,11,0.10807453416149100,-0.07051282051282050,0
1011,"Lonsberry, Ross",Canada,960,256,309,565,84,2334,27,0.10968294772922000,0.0875,0
1013,"Lorentz, Jim",Canada,659,161,238,399,-1,1187,28,0.13563605728727900,-0.0015174506828528100,0
1014,"Low, Reed",Canada,256,3,16,19,-3,132,1,0.022727272727272700,-0.01171875,0
1015,"Lowry, Dave",Canada,1084,164,187,351,-90,1277,25,0.1284259984338290,-0.08302583025830260,0
1016,"Luce, Don",Canada,894,225,329,554,197,1914,30,0.11755485893416900,0.2203579418344520,0
1017,"Lucic, Milan",Canada,359,90,122,212,43,579,17,0.15544041450777200,0.11977715877437300,0
1019,"Ludzik, Steve",Canada,424,46,93,139,-13,441,3,0.10430839002267600,-0.030660377358490600,0
1020,"Lukowich, Morris",Canada,582,199,219,418,-100,1203,18,0.16541978387364900,-0.1718213058419240,0
1021,"Lumley, Dave",Canada,437,98,160,258,40,609,15,0.16091954022988500,0.09153318077803200,0
1023,"Lundmark, Jamie",Canada,295,40,59,99,-29,407,3,0.09828009828009830,-0.09830508474576270,0
1025,"Lupul, Gary",Canada,293,70,75,145,-45,437,6,0.16018306636155600,-0.15358361774744000,0
1026,"Lupul, Joffrey",Canada,515,151,172,323,-52,1361,17,0.1109478324761210,-0.10097087378640800,0
1028,"Lyle, George",Canada,99,24,38,62,-2,165,2,0.14545454545454500,-0.020202020202020200,0
1029,"Lysiak, Tom",Canada,919,292,551,843,-14,2210,43,0.1321266968325790,-0.015233949945593000,0
1030,"MacAdam, Al",Canada,864,240,351,591,-47,1550,32,0.15483870967741900,-0.05439814814814820,0
1031,"MacArthur, Clarke",Canada,363,85,108,193,-13,606,11,0.14026402640264000,-0.03581267217630850,0
1032,"MacDermid, Paul",Canada,690,116,142,258,-14,754,18,0.15384615384615400,-0.020289855072463800,0
1033,"MacDonald, Blair",Canada,219,91,100,191,-7,583,11,0.15608919382504300,-0.0319634703196347,0
1034,"MacDonald, Craig",Canada,233,11,24,35,-15,269,1,0.040892193308550200,-0.06437768240343350,0
1035,"MacDonald, Lowell",Canada,460,175,204,379,55,1369,15,0.12783053323593900,0.11956521739130400,0
1036,"MacDonald, Parker",Canada,104,21,32,53,-32,233,3,0.09012875536480690,-0.3076923076923080,0
1037,"MacGregor, Bruce",Canada,480,116,159,275,23,927,20,0.12513484358144600,0.04791666666666670,0
1038,"MacIntyre, Steve",Canada,90,2,2,4,-6,15,1,0.13333333333333300,-0.06666666666666670,0
1039,"Mackey, David",Canada,126,8,12,20,-29,96,3,0.08333333333333330,-0.23015873015873000,0
1040,"MacKenzie, Derek",Canada,193,19,26,45,18,193,3,0.09844559585492230,0.09326424870466320,0
1041,"MacLellan, Brian",Canada,606,172,241,413,-94,1141,19,0.15074496056091100,-0.1551155115511550,0
1042,"MacLean, John",Canada,1194,413,429,842,42,3319,63,0.12443507080445900,0.035175879396984900,0
1044,"MacLeish, Rick",Canada,846,349,410,759,152,2608,52,0.13381901840490800,0.17966903073286100,0
1045,"MacMillan, Billy",Canada,446,74,77,151,2,600,12,0.12333333333333300,0.004484304932735430,0
1046,"MacMillan, Bob",Canada,753,228,349,577,-3,1485,23,0.15353535353535400,-0.00398406374501992,0
1047,"MacTavish, Craig",Canada,1093,213,267,480,34,1485,34,0.14343434343434300,0.03110704483074110,0
1048,"Madden, John",Canada,898,165,183,348,20,1800,24,0.09166666666666670,0.022271714922049000,0
1049,"Maguire, Kevin",Canada,260,29,30,59,-16,191,3,0.1518324607329840,-0.06153846153846150,0
1050,"Mahovlich, Frank",Canada,511,256,286,542,173,1662,31,0.15403128760529500,0.3385518590998040,1
1051,"Mahovlich, Pete",Canada,847,287,481,768,234,2045,38,0.14034229828850900,0.2762691853600940,0
1052,"Mair, Adam",Canada,615,38,76,114,-26,579,5,0.06563039723661490,-0.04227642276422760,0
1055,"Maki, Chico",Canada,503,82,171,253,82,788,9,0.10406091370558400,0.16302186878727600,0
1056,"Maki, Wayne",Canada,246,57,79,136,-36,490,7,0.11632653061224500,-0.14634146341463400,0
1058,"Malhotra, Manny",Canada,855,108,170,278,-17,1075,24,0.10046511627907000,-0.019883040935672500,0
1059,"Malinowski, Merlin",Canada,282,54,111,165,-104,441,3,0.12244897959183700,-0.36879432624113500,0
1061,"Mallette, Troy",Canada,456,51,68,119,-49,478,6,0.10669456066945600,-0.1074561403508770,0
1062,"Maloney, Dan",Canada,737,192,259,451,46,1563,26,0.12284069097888700,0.06241519674355500,0
1063,"Maloney, Don",Canada,765,214,350,564,39,1205,30,0.17759336099585100,0.050980392156862700,0
1064,"Malone, Greg",Canada,704,191,310,501,-104,1345,19,0.14200743494423800,-0.14772727272727300,0
1066,"Maltais, Steve",Canada,120,9,18,27,-34,148,1,0.060810810810810800,-0.2833333333333330,0
1067,"Maltby, Kirk",Canada,1072,128,132,260,18,1397,24,0.09162491052254830,0.016791044776119400,0
1068,"Manderville, Kent",Canada,646,37,67,104,-31,731,7,0.0506155950752394,-0.047987616099071200,0
1069,"Maneluk, Mike",Canada,85,11,10,21,-6,88,3,0.125,-0.07058823529411770,0
1070,"Manery, Kris",Canada,250,63,64,127,-62,506,2,0.12450592885375500,-0.248,0
1071,"Mann, Cameron",Canada,93,14,10,24,-7,118,1,0.11864406779661000,-0.07526881720430110,0
1072,"Mann, Jimmy",Canada,293,10,20,30,-55,169,1,0.05917159763313610,-0.18771331058020500,0
1073,"Marchand, Brad",Canada,173,49,48,97,53,348,5,0.14080459770114900,0.3063583815028900,0
1075,"Marcotte, Don",Canada,867,230,254,484,203,1548,30,0.14857881136950900,0.23414071510957300,0
1077,"Marini, Hector",Canada,154,27,46,73,-7,166,4,0.16265060240963900,-0.045454545454545500,0
1078,"Marks, John",Canada,522,102,138,240,55,884,12,0.11538461538461500,0.1053639846743300,0
1079,"Markwart, Nevin",Canada,309,41,68,109,-5,237,6,0.1729957805907170,-0.016181229773462800,0
1080,"Marleau, Patrick",Canada,1117,387,443,830,29,2724,76,0.1420704845814980,0.025962399283795900,0
1081,"Marois, Daniel",Canada,350,117,93,210,-60,714,8,0.1638655462184870,-0.17142857142857100,0
1082,"Marshall, Don",Canada,313,70,107,177,29,536,11,0.13059701492537300,0.0926517571884984,0
1083,"Marshall, Grant",Canada,700,92,147,239,-57,893,17,0.10302351623740200,-0.08142857142857140,0
1084,"Marshall, Paul",Canada,95,15,18,33,-17,108,5,0.1388888888888890,-0.17894736842105300,0
1085,"Marsh, Peter",Canada,278,48,71,119,-71,627,2,0.07655502392344500,-0.25539568345323700,0
1086,"Marson, Mike",Canada,196,24,24,48,-89,161,2,0.14906832298136600,-0.45408163265306100,0
1087,"Martineau, Don",Canada,90,6,10,16,-17,58,0,0.10344827586206900,-0.18888888888888900,0
1088,"Martin, Matt",Canada,153,12,18,30,-31,200,2,0.06,-0.20261437908496700,0
1089,"Martin, Pit",Canada,871,270,429,699,127,1739,35,0.15526164462334700,0.14580941446613100,0
1090,"Martin, Rick",Canada,685,384,317,701,15,2530,47,0.15177865612648200,0.021897810218978100,0
